latitude,longitude,k
28.19,81.38,216.60022
28.19,81.39,219.49765
28.19,81.4,220.97577
28.19,81.41,236.9857
28.19,81.42,246.4292
28.19,81.43,252.48445
28.19,81.44,250.78343
28.19,81.45,238.86694
28.19,81.46000000000001,247.62839
28.19,81.47,258.61902
28.19,81.48,238.77301
28.19,81.49,203.00314
28.19,81.5,225.13757
28.19,81.51,227.44196
28.19,81.52,222.23048
28.19,81.53,216.36003
28.19,81.54,173.3547
28.19,81.55,199.91463
28.19,81.56,173.5285
28.19,81.57000000000001,190.77982
28.19,81.58,188.26146
28.19,81.59,181.30542
28.19,81.60000000000001,186.3947
28.19,81.61,170.03706
28.19,81.62,154.3438
28.19,81.63,159.13293
28.19,81.64,153.44283
28.19,81.65,160.57347
28.19,81.66,166.6431
28.19,81.67,202.90349
28.19,81.68,238.02678
28.19,81.69,239.8057
28.19,81.7,233.17722
28.19,81.71000000000001,254.91907
28.19,81.72,256.38495
28.19,81.73,268.80045
28.19,81.74,269.19525
28.19,81.75,248.6641
28.19,81.76,274.6936
28.19,81.97,378.3649
28.19,81.98,377.51114
28.19,81.99,380.30994
28.19,82.0,379.57635
28.19,82.01,385.24854
28.19,82.03,387.00537
28.19,82.04,428.61765
28.19,82.05,451.29993
28.19,82.06,460.8531
28.19,82.07000000000001,484.7279
28.19,82.08,500.21048
28.19,82.09,453.14188
28.19,82.10000000000001,495.33438
28.19,82.11,570.7954
28.19,82.12,600.85626
28.19,82.13,615.96405
28.19,82.14,640.47003
28.19,82.15,717.4825
28.19,82.16,767.4347
28.19,82.17,680.7339
28.19,82.18,641.0747
28.19,82.19,636.5882
28.19,82.2,572.15125
28.19,82.21000000000001,566.5956
28.19,82.22,542.8614
28.19,82.23,505.741
28.19,82.24,530.0464
28.19,82.25,511.93268
28.19,82.26,477.52463
28.19,82.27,519.4969
28.19,82.28,564.9974
28.19,82.29,453.06955
28.19,82.3,562.323
28.19,82.31,480.30225
28.19,82.32000000000001,501.7164
28.19,82.33,511.50333
28.19,82.34,501.7779
28.19,82.35000000000001,534.47784
28.19,82.36,592.1497
28.19,82.37,548.64435
28.19,82.38,537.4353
28.19,82.39,542.2371
28.19,82.4,577.23895
28.19,82.41,549.4924
28.19,82.42,526.05536
28.19,82.43,472.4309
28.19,82.45,489.77676
28.19,82.46000000000001,531.39465
28.19,82.47,558.46027
28.19,82.48,578.8397
28.19,82.49,519.0635
28.19,82.5,535.94293
28.19,82.51,544.73645
28.19,82.52,547.25464
28.19,82.53,540.48254
28.19,82.54,554.20483
28.19,82.55,565.06165
28.19,82.56,568.63184
28.19,82.57000000000001,585.5475
28.19,82.58,563.7801
28.19,82.59,611.53357
28.19,82.60000000000001,614.86017
28.19,82.61,568.4081
28.19,82.62,599.6425
28.19,82.63,640.95416
28.19,82.64,642.1856
28.19,82.65,591.31445
28.19,82.66,539.0206
28.19,82.67,507.70523
28.19,82.68,481.5481
28.19,82.69,511.4913
28.19,82.7,618.02423
28.19,82.71000000000001,593.9559
28.19,82.72,634.3711
28.19,82.73,554.67334
28.19,82.74,597.2866
28.19,82.75,607.6804
28.19,82.76,523.7492
28.19,82.77,487.28534
28.19,82.78,584.5117
28.19,82.8,560.3151
28.19,82.81,597.8575
28.19,82.82000000000001,602.485
28.19,82.83,643.07825
28.19,82.84,571.3084
28.19,82.85000000000001,478.6778
28.19,82.86,435.87616
28.19,82.87,413.88242
28.19,82.88,366.9549
28.19,82.89,372.0142
28.19,82.9,373.5148
28.19,82.91,404.1886
28.19,82.92,402.21384
28.19,82.93,444.79114
28.19,82.94,452.3651
28.19,82.95,439.78424
28.19,82.96000000000001,447.88028
28.19,82.97,382.97742
28.19,82.98,376.10568
28.19,82.99,388.1353
28.19,83.0,311.34042
28.19,83.01,319.7535
28.19,83.02,361.01147
28.19,83.03,363.7994
28.19,83.04,322.0731
28.19,83.05,292.37018
28.19,83.06,298.3704
28.19,83.07000000000001,266.8327
28.19,83.08,251.73688
28.19,83.09,238.04271
28.19,83.10000000000001,265.93103
28.19,83.11,250.84164
28.19,83.12,247.76169
28.19,83.13,268.6724
28.19,83.14,248.2452
28.19,83.15,267.20004
28.19,83.16,240.11713
28.19,83.17,254.51534
28.19,83.18,264.54175
28.19,83.19,259.5832
28.19,83.2,269.88498
28.19,83.21000000000001,234.97575
28.19,83.22,230.34613
28.19,83.23,235.33716
28.19,83.24,268.41437
28.19,83.25,246.1379
28.19,83.26,241.28996
28.19,83.27,236.27203
28.19,83.28,237.22069
28.19,83.29,245.99754
28.19,83.3,242.35925
28.19,83.31,234.40799
28.19,83.32000000000001,253.37648
28.19,83.33,260.9205
28.19,83.34,251.21864
28.19,83.35000000000001,247.50087
28.19,83.36,251.34013
28.19,83.37,265.0193
28.19,83.38,269.37427
28.19,83.4,264.88593
28.19,83.41,300.9356
28.19,83.42,278.0992
28.19,83.43,254.81067
28.19,83.44,282.77747
28.19,83.45,290.80432
28.19,83.46000000000001,270.46103
28.19,83.47,271.1099
28.19,83.48,272.40024
28.19,83.49,278.71866
28.19,83.51,278.2814
28.19,83.53,283.63858
28.19,83.54,269.30103
28.19,83.55,271.87354
28.19,83.56,267.7749
28.19,83.57000000000001,261.0721
28.19,83.58,270.23975
28.19,83.59,240.77779
28.19,83.60000000000001,244.39543
28.19,83.61,251.25417
28.19,83.62,256.00494
28.19,83.63,236.91302
28.19,83.64,237.53671
28.19,83.65,204.49492
28.19,83.66,188.71588
28.19,83.67,204.79446
28.19,83.68,183.37001
28.19,83.69,164.3272
28.19,83.7,143.69456
28.19,83.71000000000001,125.472664
28.19,83.72,133.12253
28.19,83.73,130.05138
28.19,83.74,145.87242
28.19,83.75,185.13965
28.19,83.77,154.46098
28.19,83.78,153.45421
28.19,83.79,165.37569
28.19,83.8,195.1502
28.19,83.81,194.1041
28.19,83.82000000000001,185.66353
28.19,83.83,172.02278
28.19,83.84,185.52797
28.19,83.87,196.92082
28.19,83.88,179.68367
28.19,83.89,174.59125
28.19,83.9,167.52892
28.19,83.91,163.72148
28.19,83.92,173.62903
28.19,83.93,183.05516
28.19,83.94,179.99751
28.19,83.95,192.44426
28.19,83.96000000000001,188.9941
28.19,83.97,234.46872
28.19,83.98,212.83517
28.19,83.99,232.39455
28.19,84.0,230.76492
28.19,84.01,228.39604
28.19,84.02,203.50642
28.19,84.03,176.60873
28.19,84.04,156.00719
28.19,84.05,151.13553
28.19,84.06,154.69516
28.19,84.07000000000001,156.64813
28.19,84.08,170.06976
28.19,84.09,136.5833
28.19,84.10000000000001,144.89784
28.19,84.11,164.1704
28.19,84.12,138.93065
28.19,84.14,151.15231
28.19,84.15,168.17178
28.19,84.16,156.62898
28.19,84.17,138.47993
28.19,84.18,150.0886
28.19,84.19,130.78534
28.19,84.2,159.01523
28.19,84.21000000000001,129.43924
28.19,84.22,119.48418
28.19,84.24,174.42882
28.19,84.25,152.59256
28.19,84.26,135.02855
28.19,84.27,130.76845
28.19,84.28,150.32414
28.19,84.29,157.08087
28.19,84.3,146.50597
28.19,84.31,138.8838
28.19,84.32000000000001,145.35663
28.19,84.33,144.553
28.19,84.34,147.90822
28.19,84.35000000000001,182.49153
28.19,84.36,193.65637
28.19,84.37,185.0074
28.19,84.38,139.87398
28.19,84.39,117.41921
28.19,84.4,126.066505
28.19,84.41,112.34787
28.19,84.42,119.38968
28.19,84.43,111.00472
28.19,84.44,129.83842
28.19,84.45,130.05135
28.19,84.46000000000001,150.77394
28.19,84.47,154.6273
28.19,84.48,160.41855
28.19,84.49,156.9739
28.19,84.5,155.61772
28.19,84.51,172.87244
28.19,84.52,218.75201
28.19,84.53,232.23901
28.19,84.54,257.0032
28.19,84.56,244.36131
28.19,84.57000000000001,234.7164
28.19,84.58,221.99776
28.19,84.59,216.50208
28.19,84.60000000000001,201.73264
28.19,84.61,213.48277
28.19,84.62,238.54689
28.19,84.63,234.66393
28.19,84.64,232.47821
28.19,84.65,248.45119
28.19,84.66,267.6928
28.19,84.67,342.26755
28.19,84.68,340.4428
28.19,84.69,333.58533
28.19,84.7,337.35794
28.19,84.71000000000001,348.733
28.19,84.72,324.4811
28.19,84.73,315.15512
28.19,84.74,298.34503
28.19,84.75,294.4252
28.19,84.76,331.96265
28.19,84.79,360.16144
28.19,84.8,346.8766
28.19,84.81,383.91742
28.19,84.82000000000001,398.90582
28.19,84.83,458.80774
28.19,84.84,395.44644
28.19,84.85000000000001,369.54477
28.19,84.86,363.96042
28.19,84.87,332.86053
28.19,84.88,379.5298
28.19,84.89,404.07742
28.19,84.9,446.4052
28.19,84.91,428.5844
28.19,84.92,405.76724
28.19,84.93,363.59164
28.19,84.97,316.1009
28.19,84.98,247.27905
28.19,84.99,303.82642
28.19,85.02,270.42175
28.19,85.03,258.40933
28.19,85.04,278.84552
28.19,85.05,347.4976
28.19,85.06,309.25577
28.19,85.07000000000001,252.02162
28.19,85.08,255.06778
28.19,85.09,297.19232
28.19,85.10000000000001,318.6061
28.19,85.11,320.7596
28.19,85.27,444.81653
28.19,85.28,391.64304
28.19,85.29,382.38657
28.19,85.3,390.34482
28.19,85.31,408.43573
28.19,85.32000000000001,407.69034
28.19,85.33,396.2604
28.19,85.34,395.59183
28.19,85.35000000000001,420.8439
28.19,85.36,414.14072
28.19,85.45,390.01556
28.19,85.46000000000001,399.52435
28.2,81.31,260.5563
28.2,81.32000000000001,246.7011
28.2,81.33,263.75696
28.2,81.34,324.08066
28.2,81.35000000000001,297.81348
28.2,81.36,265.77228
28.2,81.37,223.99634
28.2,81.38,223.84358
28.2,81.39,229.87158
28.2,81.4,242.93745
28.2,81.41,257.43167
28.2,81.42,331.88208
28.2,81.43,284.72235
28.2,81.44,244.79031
28.2,81.45,241.41763
28.2,81.46000000000001,234.78714
28.2,81.47,274.90146
28.2,81.48,246.90723
28.2,81.49,216.47508
28.2,81.5,199.25603
28.2,81.51,212.24211
28.2,81.52,223.23744
28.2,81.53,217.06003
28.2,81.54,216.32892
28.2,81.55,230.48018
28.2,81.56,208.81528
28.2,81.57000000000001,174.64131
28.2,81.58,196.44702
28.2,81.59,215.71841
28.2,81.60000000000001,237.50012
28.2,81.61,217.7324
28.2,81.62,214.14572
28.2,81.63,182.01302
28.2,81.64,164.58383
28.2,81.65,174.93019
28.2,81.66,193.96117
28.2,81.67,227.84338
28.2,81.68,264.07047
28.2,81.69,244.56387
28.2,81.7,231.07733
28.2,81.71000000000001,258.43564
28.2,81.72,285.50665
28.2,81.73,276.96857
28.2,81.74,291.1273
28.2,81.75,321.49872
28.2,81.97,366.1822
28.2,81.98,359.73627
28.2,81.99,379.19284
28.2,82.02,411.305
28.2,82.03,389.38586
28.2,82.04,422.05896
28.2,82.05,431.2974
28.2,82.06,460.43207
28.2,82.09,417.79034
28.2,82.10000000000001,492.90234
28.2,82.11,526.6841
28.2,82.12,547.3154
28.2,82.13,582.2072
28.2,82.14,601.71576
28.2,82.15,577.505
28.2,82.16,606.56195
28.2,82.17,596.5849
28.2,82.18,570.5166
28.2,82.19,571.3425
28.2,82.2,572.43854
28.2,82.21000000000001,555.7894
28.2,82.22,574.4253
28.2,82.23,543.86865
28.2,82.24,527.4326
28.2,82.25,528.99774
28.2,82.26,472.35162
28.2,82.28,538.5421
28.2,82.29,523.6589
28.2,82.3,550.29114
28.2,82.31,467.68048
28.2,82.32000000000001,503.02197
28.2,82.33,532.806
28.2,82.34,533.72455
28.2,82.35000000000001,583.89233
28.2,82.36,530.52625
28.2,82.37,536.93536
28.2,82.38,551.5402
28.2,82.39,573.1237
28.2,82.4,542.0971
28.2,82.41,577.44745
28.2,82.42,487.39523
28.2,82.43,527.05804
28.2,82.44,514.14355
28.2,82.45,541.54285
28.2,82.46000000000001,543.79517
28.2,82.47,553.1512
28.2,82.48,549.2834
28.2,82.49,561.8597
28.2,82.5,534.0879
28.2,82.51,558.85223
28.2,82.52,547.16754
28.2,82.53,567.3752
28.2,82.54,572.6184
28.2,82.55,580.0453
28.2,82.56,531.6291
28.2,82.57000000000001,549.6468
28.2,82.58,563.40967
28.2,82.59,603.47296
28.2,82.60000000000001,630.07837
28.2,82.61,618.24713
28.2,82.62,599.8545
28.2,82.63,624.3228
28.2,82.64,608.6191
28.2,82.65,565.0446
28.2,82.66,524.83325
28.2,82.67,532.06415
28.2,82.68,538.2891
28.2,82.69,473.05396
28.2,82.7,632.9988
28.2,82.71000000000001,716.506
28.2,82.72,558.2853
28.2,82.73,557.3598
28.2,82.74,568.87396
28.2,82.75,526.74084
28.2,82.76,480.82516
28.2,82.77,586.57764
28.2,82.78,629.6989
28.2,82.79,595.9813
28.2,82.8,604.46484
28.2,82.81,590.06964
28.2,82.82000000000001,531.50354
28.2,82.83,497.0415
28.2,82.84,484.5931
28.2,82.85000000000001,479.92035
28.2,82.86,460.57495
28.2,82.87,418.0682
28.2,82.88,386.4957
28.2,82.89,446.79614
28.2,82.9,400.658
28.2,82.91,392.08823
28.2,82.92,465.68506
28.2,82.93,384.99353
28.2,82.94,438.79254
28.2,82.95,437.7041
28.2,82.96000000000001,389.4941
28.2,82.97,374.3816
28.2,82.98,365.2934
28.2,82.99,331.81805
28.2,83.0,347.57123
28.2,83.01,355.50757
28.2,83.02,332.1123
28.2,83.03,321.63663
28.2,83.04,316.5829
28.2,83.05,304.66577
28.2,83.06,261.14645
28.2,83.07000000000001,269.13516
28.2,83.08,258.82358
28.2,83.09,252.19638
28.2,83.10000000000001,269.7534
28.2,83.11,268.46375
28.2,83.12,260.66055
28.2,83.13,249.17549
28.2,83.14,238.41058
28.2,83.15,255.49341
28.2,83.16,254.72491
28.2,83.17,245.01195
28.2,83.18,275.2673
28.2,83.19,266.53613
28.2,83.2,242.27061
28.2,83.21000000000001,266.6591
28.2,83.22,266.0719
28.2,83.23,240.06084
28.2,83.24,247.44339
28.2,83.25,236.9904
28.2,83.26,244.50908
28.2,83.27,228.75644
28.2,83.28,243.98535
28.2,83.29,273.83307
28.2,83.3,281.6347
28.2,83.31,269.10593
28.2,83.32000000000001,273.04752
28.2,83.33,285.3796
28.2,83.34,266.43234
28.2,83.35000000000001,265.93088
28.2,83.36,274.18277
28.2,83.37,280.41678
28.2,83.38,273.82306
28.2,83.39,271.54443
28.2,83.4,266.3851
28.2,83.41,280.05185
28.2,83.42,277.01746
28.2,83.43,263.0589
28.2,83.44,262.09427
28.2,83.45,265.51285
28.2,83.46000000000001,250.35997
28.2,83.47,252.9014
28.2,83.48,266.7633
28.2,83.49,309.17966
28.2,83.53,274.65802
28.2,83.54,274.3969
28.2,83.55,268.23764
28.2,83.56,267.11063
28.2,83.57000000000001,264.4127
28.2,83.58,268.61157
28.2,83.59,271.11337
28.2,83.60000000000001,257.83582
28.2,83.61,264.51984
28.2,83.62,227.52997
28.2,83.63,215.81483
28.2,83.64,209.76654
28.2,83.65,199.61716
28.2,83.66,203.57999
28.2,83.67,192.57753
28.2,83.68,175.66846
28.2,83.69,156.37071
28.2,83.7,131.83446
28.2,83.71000000000001,128.49887
28.2,83.72,133.16254
28.2,83.73,160.34967
28.2,83.74,170.20001
28.2,83.75,169.49283
28.2,83.76,190.15607
28.2,83.77,166.06912
28.2,83.78,176.41934
28.2,83.79,183.5192
28.2,83.8,193.01875
28.2,83.83,172.68248
28.2,83.87,186.45128
28.2,83.88,184.31839
28.2,83.89,180.39374
28.2,83.9,170.42323
28.2,83.91,172.2333
28.2,83.92,179.70703
28.2,83.93,209.73703
28.2,83.94,214.91837
28.2,83.95,223.17834
28.2,83.96000000000001,217.59013
28.2,83.97,255.83957
28.2,83.98,252.24832
28.2,83.99,250.81046
28.2,84.0,237.92522
28.2,84.01,216.81769
28.2,84.02,171.82098
28.2,84.03,168.82812
28.2,84.04,160.41637
28.2,84.05,167.2959
28.2,84.06,139.43848
28.2,84.07000000000001,147.437
28.2,84.08,165.96161
28.2,84.09,142.00842
28.2,84.10000000000001,138.0836
28.2,84.11,156.50444
28.2,84.12,176.04831
28.2,84.15,160.28883
28.2,84.16,135.96428
28.2,84.17,134.9366
28.2,84.18,124.512
28.2,84.19,134.0127
28.2,84.2,124.805244
28.2,84.21000000000001,121.41973
28.2,84.22,130.06808
28.2,84.23,146.54378
28.2,84.24,172.3118
28.2,84.25,147.8361
28.2,84.26,147.1321
28.2,84.27,116.25051
28.2,84.28,146.89189
28.2,84.29,136.59077
28.2,84.3,141.13121
28.2,84.31,141.37016
28.2,84.32000000000001,150.35959
28.2,84.33,154.16563
28.2,84.34,167.88577
28.2,84.35000000000001,193.17635
28.2,84.36,160.04614
28.2,84.37,140.50296
28.2,84.38,141.35931
28.2,84.39,119.21544
28.2,84.4,126.97323
28.2,84.41,118.59016
28.2,84.42,120.29681
28.2,84.43,134.79976
28.2,84.44,128.42265
28.2,84.45,136.38455
28.2,84.46000000000001,148.82092
28.2,84.47,138.80728
28.2,84.48,146.23383
28.2,84.49,169.1974
28.2,84.5,181.13603
28.2,84.51,186.9675
28.2,84.52,207.06563
28.2,84.56,269.52505
28.2,84.57000000000001,231.12859
28.2,84.58,219.01257
28.2,84.59,228.88516
28.2,84.60000000000001,235.01332
28.2,84.61,264.3784
28.2,84.62,251.1935
28.2,84.63,236.79869
28.2,84.64,241.1026
28.2,84.65,268.92667
28.2,84.66,338.7436
28.2,84.67,286.82062
28.2,84.69,335.36456
28.2,84.7,324.3141
28.2,84.71000000000001,312.9133
28.2,84.72,262.26596
28.2,84.73,307.44073
28.2,84.74,328.51663
28.2,84.75,398.14746
28.2,84.76,386.3614
28.2,84.77,415.71182
28.2,84.78,396.061
28.2,84.79,373.1443
28.2,84.8,379.0395
28.2,84.81,368.5881
28.2,84.82000000000001,372.35767
28.2,84.83,355.3539
28.2,84.84,450.02902
28.2,84.85000000000001,379.6574
28.2,84.86,346.62228
28.2,84.87,325.0187
28.2,84.88,394.54504
28.2,84.89,411.67996
28.2,84.9,425.08572
28.2,84.91,430.59265
28.2,84.95,381.69965
28.2,85.02,321.57745
28.2,85.06,304.07812
28.2,85.07000000000001,311.96667
28.2,85.08,338.8273
28.2,85.09,346.30014
28.2,85.10000000000001,351.1792
28.2,85.11,343.67673
28.2,85.28,401.3967
28.2,85.29,397.42175
28.2,85.3,406.87103
28.2,85.31,435.20923
28.2,85.32000000000001,406.42184
28.2,85.33,416.4786
28.2,85.34,413.88516
28.2,85.35000000000001,405.0431
28.2,85.36,409.12375
28.2,85.37,407.0495
28.2,85.47,445.91336
28.21,81.3,253.54576
28.21,81.31,251.66464
28.21,81.32000000000001,241.00372
28.21,81.33,260.45523
28.21,81.34,254.81532
28.21,81.35000000000001,242.2573
28.21,81.36,251.97409
28.21,81.37,225.60521
28.21,81.38,223.74663
28.21,81.39,231.14746
28.21,81.4,246.2136
28.21,81.41,275.60907
28.21,81.42,236.1875
28.21,81.43,210.72865
28.21,81.44,246.67448
28.21,81.45,226.96208
28.21,81.46000000000001,216.58281
28.21,81.47,215.43669
28.21,81.48,214.25569
28.21,81.49,197.03111
28.21,81.5,205.11913
28.21,81.51,205.49887
28.21,81.52,214.36668
28.21,81.53,216.80559
28.21,81.54,219.01344
28.21,81.55,222.1448
28.21,81.56,211.86018
28.21,81.57000000000001,217.9548
28.21,81.58,232.6642
28.21,81.59,252.07053
28.21,81.60000000000001,231.93365
28.21,81.61,201.19464
28.21,81.62,195.17458
28.21,81.63,198.08228
28.21,81.64,198.56053
28.21,81.65,231.91032
28.21,81.66,232.76018
28.21,81.67,231.86282
28.21,81.68,250.00533
28.21,81.69,240.85985
28.21,81.7,251.20424
28.21,81.71000000000001,258.22424
28.21,81.72,249.92987
28.21,81.73,282.48325
28.21,81.74,329.45743
28.21,81.96000000000001,334.5524
28.21,81.97,336.71884
28.21,81.98,359.59497
28.21,81.99,344.5855
28.21,82.01,419.6578
28.21,82.02,417.6639
28.21,82.03,423.63028
28.21,82.04,419.99164
28.21,82.05,392.6655
28.21,82.09,439.3816
28.21,82.10000000000001,490.1156
28.21,82.11,538.6789
28.21,82.12,528.5596
28.21,82.13,504.51474
28.21,82.14,545.15045
28.21,82.15,538.4403
28.21,82.16,534.69073
28.21,82.17,578.4718
28.21,82.18,572.61285
28.21,82.19,549.4333
28.21,82.2,534.22156
28.21,82.22,479.59665
28.21,82.23,482.3469
28.21,82.24,532.85474
28.21,82.25,472.48932
28.21,82.26,457.43643
28.21,82.27,496.37598
28.21,82.28,527.8917
28.21,82.29,503.28348
28.21,82.3,532.61554
28.21,82.31,468.6581
28.21,82.32000000000001,540.99164
28.21,82.33,546.88196
28.21,82.34,565.0727
28.21,82.35000000000001,518.48895
28.21,82.36,514.1391
28.21,82.37,525.98096
28.21,82.38,546.49097
28.21,82.39,544.1959
28.21,82.4,589.60474
28.21,82.41,544.5807
28.21,82.42,547.8029
28.21,82.43,579.8587
28.21,82.44,512.2123
28.21,82.45,565.3617
28.21,82.46000000000001,587.94037
28.21,82.47,581.2365
28.21,82.48,602.3605
28.21,82.49,619.22876
28.21,82.5,574.13837
28.21,82.51,575.70056
28.21,82.52,552.63055
28.21,82.53,559.34705
28.21,82.54,575.4137
28.21,82.55,550.0468
28.21,82.56,572.6883
28.21,82.57000000000001,523.27167
28.21,82.58,610.6386
28.21,82.59,611.7511
28.21,82.60000000000001,639.1214
28.21,82.61,610.7187
28.21,82.62,636.1735
28.21,82.63,618.86566
28.21,82.64,513.13885
28.21,82.65,520.2483
28.21,82.66,554.142
28.21,82.67,640.13
28.21,82.68,647.43115
28.21,82.69,480.7361
28.21,82.7,533.92773
28.21,82.71000000000001,614.7602
28.21,82.72,593.13776
28.21,82.73,587.75574
28.21,82.74,539.65186
28.21,82.75,459.54425
28.21,82.76,582.77716
28.21,82.77,581.258
28.21,82.78,595.14044
28.21,82.79,574.46655
28.21,82.8,563.8197
28.21,82.81,513.3389
28.21,82.82000000000001,546.5753
28.21,82.83,517.8303
28.21,82.84,545.8078
28.21,82.85000000000001,529.6507
28.21,82.86,511.04468
28.21,82.87,464.09982
28.21,82.88,455.03583
28.21,82.89,412.18042
28.21,82.9,394.25333
28.21,82.91,389.95242
28.21,82.92,401.34158
28.21,82.93,416.13544
28.21,82.94,439.246
28.21,82.95,443.41104
28.21,82.96000000000001,400.16995
28.21,82.97,388.64053
28.21,82.98,373.5424
28.21,82.99,364.7613
28.21,83.0,338.14008
28.21,83.01,334.41565
28.21,83.02,329.16724
28.21,83.03,304.24487
28.21,83.04,307.01144
28.21,83.05,327.62585
28.21,83.06,310.12204
28.21,83.07000000000001,279.71103
28.21,83.08,257.9909
28.21,83.09,278.30066
28.21,83.10000000000001,258.8226
28.21,83.11,305.9459
28.21,83.12,296.43793
28.21,83.13,282.89456
28.21,83.14,297.48984
28.21,83.15,271.0061
28.21,83.16,297.309
28.21,83.17,249.637
28.21,83.18,284.44855
28.21,83.19,256.63086
28.21,83.2,251.98453
28.21,83.21000000000001,244.3987
28.21,83.22,249.08917
28.21,83.23,249.34683
28.21,83.24,238.0272
28.21,83.25,232.72374
28.21,83.26,256.7871
28.21,83.27,241.83907
28.21,83.28,264.85776
28.21,83.29,273.4748
28.21,83.3,273.0004
28.21,83.31,271.92606
28.21,83.32000000000001,289.65436
28.21,83.33,268.58386
28.21,83.34,283.39297
28.21,83.35000000000001,297.28998
28.21,83.36,300.80698
28.21,83.37,294.46042
28.21,83.38,286.01968
28.21,83.39,269.37958
28.21,83.4,268.58954
28.21,83.41,272.9395
28.21,83.42,286.29947
28.21,83.43,260.89236
28.21,83.44,259.53754
28.21,83.45,263.03094
28.21,83.46000000000001,255.92741
28.21,83.47,264.74905
28.21,83.48,282.03372
28.21,83.49,285.25644
28.21,83.53,283.51004
28.21,83.54,277.57864
28.21,83.55,273.03302
28.21,83.56,274.2696
28.21,83.57000000000001,263.9732
28.21,83.58,274.6439
28.21,83.59,273.13538
28.21,83.60000000000001,265.6877
28.21,83.61,265.55957
28.21,83.62,241.14365
28.21,83.63,233.1886
28.21,83.64,210.50269
28.21,83.65,186.31396
28.21,83.66,197.25842
28.21,83.67,214.0477
28.21,83.68,165.23265
28.21,83.69,146.12067
28.21,83.7,141.46109
28.21,83.71000000000001,141.41972
28.21,83.72,143.91997
28.21,83.73,164.57521
28.21,83.74,187.73886
28.21,83.75,154.88377
28.21,83.76,174.53503
28.21,83.77,181.46861
28.21,83.78,187.61842
28.21,83.8,207.31168
28.21,83.81,224.23904
28.21,83.85000000000001,202.3917
28.21,83.86,196.08432
28.21,83.87,194.09853
28.21,83.88,202.4945
28.21,83.89,208.2558
28.21,83.9,199.23286
28.21,83.91,207.93315
28.21,83.92,174.58946
28.21,83.93,180.76245
28.21,83.95,216.65605
28.21,83.96000000000001,193.25087
28.21,83.97,235.01677
28.21,83.98,248.77354
28.21,83.99,215.06511
28.21,84.0,208.64023
28.21,84.01,195.0257
28.21,84.02,179.50153
28.21,84.03,164.46526
28.21,84.04,158.3745
28.21,84.05,166.47653
28.21,84.06,166.43431
28.21,84.07000000000001,190.22577
28.21,84.08,187.29445
28.21,84.09,172.84537
28.21,84.10000000000001,171.69672
28.21,84.11,135.8717
28.21,84.12,146.59175
28.21,84.13,156.02962
28.21,84.14,152.45274
28.21,84.15,132.02812
28.21,84.16,157.86797
28.21,84.17,148.34879
28.21,84.18,129.55772
28.21,84.19,148.2005
28.21,84.2,151.78265
28.21,84.21000000000001,124.681694
28.21,84.22,139.19035
28.21,84.23,157.07646
28.21,84.24,152.34842
28.21,84.25,146.08652
28.21,84.26,139.68616
28.21,84.27,140.04015
28.21,84.28,196.58853
28.21,84.3,172.2375
28.21,84.31,151.22523
28.21,84.32000000000001,179.27211
28.21,84.33,142.84291
28.21,84.34,154.74042
28.21,84.35000000000001,142.04562
28.21,84.36,161.93274
28.21,84.37,137.2306
28.21,84.38,128.50986
28.21,84.39,115.6858
28.21,84.4,136.02266
28.21,84.41,149.81308
28.21,84.42,163.27959
28.21,84.43,141.61243
28.21,84.44,136.31508
28.21,84.45,144.23357
28.21,84.46000000000001,173.16922
28.21,84.47,174.34302
28.21,84.48,148.62057
28.21,84.49,164.60706
28.21,84.5,203.7693
28.21,84.51,190.3535
28.21,84.52,197.73706
28.21,84.53,186.64119
28.21,84.56,239.54402
28.21,84.57000000000001,237.5343
28.21,84.58,242.50406
28.21,84.59,269.84998
28.21,84.60000000000001,249.1584
28.21,84.61,276.10104
28.21,84.62,274.64377
28.21,84.63,263.46063
28.21,84.64,255.53624
28.21,84.65,279.90942
28.21,84.66,280.2851
28.21,84.67,285.6262
28.21,84.68,325.39587
28.21,84.69,335.1186
28.21,84.7,309.8464
28.21,84.71000000000001,309.62402
28.21,84.72,275.78577
28.21,84.73,308.40808
28.21,84.74,339.88736
28.21,84.75,415.35507
28.21,84.78,393.6327
28.21,84.79,350.91388
28.21,84.8,349.05988
28.21,84.81,360.45743
28.21,84.82000000000001,359.34515
28.21,84.83,361.17465
28.21,84.84,364.46277
28.21,84.85000000000001,383.82654
28.21,84.86,390.1308
28.21,84.87,351.80594
28.21,84.88,381.22232
28.21,84.89,393.67114
28.21,84.9,362.56314
28.21,85.04,325.98804
28.21,85.05,309.9441
28.21,85.06,310.3564
28.21,85.07000000000001,325.06903
28.21,85.08,336.47415
28.21,85.11,398.37186
28.21,85.12,386.70486
28.21,85.13,409.3665
28.21,85.27,385.64426
28.21,85.28,399.41312
28.21,85.29,407.8547
28.21,85.3,420.50125
28.21,85.32000000000001,430.80655
28.21,85.33,426.29297
28.21,85.34,416.7911
28.21,85.35000000000001,402.42484
28.21,85.36,388.754
28.21,85.5,412.57333
28.21,85.52,454.30206
28.22,81.28,233.51524
28.22,81.29,240.42073
28.22,81.3,230.12286
28.22,81.31,242.42345
28.22,81.32000000000001,236.98152
28.22,81.33,243.61726
28.22,81.34,244.71881
28.22,81.35000000000001,233.49008
28.22,81.36,246.97308
28.22,81.37,240.30032
